date,tid,ctype,cgender,category,paym,discapld,unitsold,ppu,totalsales,saleslevel
12/4/2023,NTC001439,Non-loyalty,F,Stationery & Office Supplies,Mobile Money,No,3,10,30,Low
12/4/2023,NTC001440,Non-loyalty,M,Cyber services,Mobile Money,No,2,10,20,Low
12/4/2023,NTC001441,Non-loyalty,M,Cyber services,Cash,Yes,7,10,70,Low
12/4/2023,NTC001442,Loyalty,F,Food & Drinks,Cash,No,1,30,30,Low
12/4/2023,NTC001443,Loyalty,F,Cyber services,Cash,Yes,2,20,40,Low
12/4/2023,NTC001444,Loyalty,M,Cyber services,Cash,No,27,5,135,High
12/4/2023,NTC001445,Non-loyalty,M,Mobile airtime top-up,Mobile Money,No,2,20,40,Low
12/4/2023,NTC001446,Non-loyalty,M,Mobile airtime top-up,Mobile Money,No,1,10,10,Low
12/4/2023,NTC001447,Loyalty,F,Food & Drinks,Cash,Yes,3,5,15,Low
12/5/2023,NTC001448,Loyalty,F,Cyber services,Cash,Yes,3,10,30,Low
12/5/2023,NTC001449,Non-loyalty,F,Cyber services,Cash,No,1,10,10,Low
12/5/2023,NTC001450,Non-loyalty,F,Cyber services,Mobile Money,Yes,6,5,30,Low
12/5/2023,NTC001451,Loyalty,F,Stationery & Office Supplies,Cash,No,1,30,30,Low
12/5/2023,NTC001452,Loyalty,M,Cyber services,Mobile Money,Yes,3,20,60,Low
12/5/2023,NTC001453,Non-loyalty,F,Food & Drinks,Cash,No,3,5,15,Low
12/5/2023,NTC001454,Loyalty,M,Mobile airtime top-up,Cash,No,1,20,20,Low
12/5/2023,NTC001455,Loyalty,M,Mobile airtime top-up,Cash,Yes,1,20,20,Low
12/5/2023,NTC001456,Loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,2,10,20,Low
12/5/2023,NTC001457,Loyalty,F,Cyber services,Mobile Money,Yes,2,10,20,Low
12/5/2023,NTC001458,Loyalty,F,Cyber services,Mobile Money,Yes,12,20,240,High
12/5/2023,NTC001459,Loyalty,F,Cyber services,Cash,Yes,2,30,60,Low
12/5/2023,NTC001460,Non-loyalty,M,Online support services,Mobile Money,Yes,1,20,20,Low
12/5/2023,NTC001461,Loyalty,M,Food & Drinks,Mobile Money,No,1,30,30,Low
12/5/2023,NTC001462,Loyalty,M,Food & Drinks,Cash,Yes,1,70,70,Low
12/6/2023,NTC001463,Loyalty,M,Cyber services,Cash,No,1,20,20,Low
12/6/2023,NTC001464,Non-loyalty,M,Cyber services,Mobile Money,Yes,12,20,240,High
12/6/2023,NTC001465,Loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,11,10,110,High
12/6/2023,NTC001466,Non-loyalty,F,Cyber services,Mobile Money,No,11,10,110,High
12/6/2023,NTC001467,Loyalty,F,Cyber services,Mobile Money,Yes,4,10,40,Low
12/6/2023,NTC001468,Loyalty,F,Cyber services,Cash,Yes,122,5,610,High
12/6/2023,NTC001469,Loyalty,F,Stationery & Office Supplies,Cash,No,1,250,250,High
12/6/2023,NTC001470,Loyalty,M,Online support services,Cash,No,1,150,150,High
12/6/2023,NTC001471,Loyalty,M,Cyber services,Mobile Money,Yes,3,25,75,Low
12/6/2023,NTC001472,Loyalty,F,Cyber services,Mobile Money,Yes,2,10,20,Low
12/6/2023,NTC001473,Loyalty,M,Stationery & Office Supplies,Cash,Yes,8,3,24,Low
12/7/2023,NTC001474,Loyalty,F,Cyber services,Cash,No,3,50,150,High
12/7/2023,NTC001475,Loyalty,F,Cyber services,Mobile Money,Yes,2,50,100,High
12/7/2023,NTC001476,Loyalty,F,Stationery & Office Supplies,Mobile Money,No,3,10,30,Low
12/7/2023,NTC001477,Loyalty,M,Online support services,Cash,No,2,50,100,High
12/7/2023,NTC001478,Loyalty,F,Online support services,Cash,No,2,200,400,High
12/7/2023,NTC001479,Loyalty,F,Cyber services,Cash,No,2,20,40,Low
12/7/2023,NTC001480,Loyalty,F,Cyber services,Mobile Money,Yes,6,10,60,Low
12/7/2023,NTC001481,Loyalty,M,Cyber services,Mobile Money,Yes,12,5,60,Low
12/7/2023,NTC001482,Loyalty,M,Food & Drinks,Mobile Money,Yes,2,50,100,High
12/7/2023,NTC001483,Non-loyalty,F,Mobile airtime top-up,Mobile Money,No,1,10,10,Low
12/7/2023,NTC001484,Loyalty,M,Food & Drinks,Mobile Money,Yes,1,30,30,Low
12/7/2023,NTC001485,Loyalty,M,Food & Drinks,Mobile Money,Yes,1,50,50,Low
12/8/2023,NTC001486,Loyalty,M,Cyber services,Cash,No,63,5,315,High
12/8/2023,NTC001487,Loyalty,M,Cyber services,Cash,Yes,7,10,70,Low
12/8/2023,NTC001488,Loyalty,M,Cyber services,Mobile Money,No,3,10,30,Low
12/8/2023,NTC001489,Non-loyalty,M,Stationery & Office Supplies,Cash,No,1,60,60,Low
12/8/2023,NTC001490,Loyalty,M,Cyber services,Mobile Money,Yes,3,20,60,Low
12/8/2023,NTC001491,Loyalty,M,Stationery & Office Supplies,Cash,No,1,10,10,Low
12/8/2023,NTC001492,Loyalty,M,Mobile airtime top-up,Mobile Money,No,1,10,10,Low
12/8/2023,NTC001493,Non-loyalty,M,Cyber services,Cash,No,1,10,10,Low
12/8/2023,NTC001494,Non-loyalty,F,Cyber services,Cash,No,1,1200,1200,High
12/9/2023,NTC001495,Loyalty,F,Cyber services,Mobile Money,Yes,1,20,20,Low
12/9/2023,NTC001496,Non-loyalty,M,Cyber services,Mobile Money,No,1,20,20,Low
12/9/2023,NTC001497,Loyalty,F,Cyber services,Cash,Yes,1,5,5,Low
12/9/2023,NTC001498,Loyalty,F,Cyber services,Cash,No,1,5,5,Low
12/9/2023,NTC001499,Non-loyalty,M,Food & Drinks,Mobile Money,Yes,4,5,20,Low
12/9/2023,NTC001500,Non-loyalty,M,Stationery & Office Supplies,Cash,Yes,1,250,250,High
12/9/2023,NTC001501,Non-loyalty,M,Mobile airtime top-up,Mobile Money,Yes,1,10,10,Low
12/10/2023,NTC001502,Non-loyalty,F,Cyber services,Mobile Money,No,1,1200,1200,High
12/11/2023,NTC001503,Loyalty,F,Cyber services,Cash,No,145,5,725,High
12/11/2023,NTC001504,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,1,10,10,Low
12/11/2023,NTC001505,Loyalty,M,Cyber services,Cash,Yes,1,10,10,Low
12/11/2023,NTC001506,Loyalty,M,Stationery & Office Supplies,Cash,Yes,1,10,10,Low
12/11/2023,NTC001507,Non-loyalty,F,Stationery & Office Supplies,Mobile Money,No,5,5,25,Low
12/11/2023,NTC001508,Loyalty,F,Food & Drinks,Cash,No,2,60,120,High
12/11/2023,NTC001509,Non-loyalty,F,Stationery & Office Supplies,Mobile Money,No,2,100,200,High
12/11/2023,NTC001510,Loyalty,F,Cyber services,Mobile Money,Yes,3,20,60,Low
12/11/2023,NTC001511,Loyalty,M,Cyber services,Mobile Money,No,1,20,20,Low
12/11/2023,NTC001512,Loyalty,M,Food & Drinks,Cash,Yes,1,30,30,Low
12/11/2023,NTC001513,Non-loyalty,M,Cyber services,Mobile Money,Yes,1,100,100,High
12/11/2023,NTC001514,Non-loyalty,M,Food & Drinks,Cash,No,1,70,70,Low
12/11/2023,NTC001515,Loyalty,F,Cyber services,Mobile Money,No,1,10,10,Low
12/11/2023,NTC001516,Loyalty,F,Mobile airtime top-up,Mobile Money,No,2,50,100,High
12/12/2023,NTC001517,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,2,10,20,Low
12/12/2023,NTC001518,Loyalty,M,Cyber services,Cash,Yes,1,50,50,Low
12/12/2023,NTC001519,Loyalty,F,Cyber services,Cash,Yes,1,10,10,Low
12/12/2023,NTC001520,Loyalty,M,Cyber services,Mobile Money,No,1,100,100,High
12/12/2023,NTC001521,Loyalty,F,Cyber services,Mobile Money,No,3,20,60,Low
12/12/2023,NTC001522,Loyalty,M,Food & Drinks,Cash,No,2,60,120,High
12/12/2023,NTC001523,Loyalty,M,Cyber services,Cash,Yes,1,20,20,Low
12/12/2023,NTC001524,Loyalty,M,Cyber services,Cash,Yes,1,10,10,Low
12/12/2023,NTC001525,Loyalty,M,Cyber services,Mobile Money,No,2,5,10,Low
12/13/2023,NTC001526,Loyalty,M,Cyber services,Cash,No,4,10,40,Low
12/13/2023,NTC001527,Loyalty,M,Cyber services,Mobile Money,Yes,13,5,65,Low
12/13/2023,NTC001528,Loyalty,M,Stationery & Office Supplies,Cash,Yes,2,10,20,Low
12/13/2023,NTC001529,Loyalty,F,Food & Drinks,Mobile Money,No,6,5,30,Low
12/13/2023,NTC001530,Loyalty,F,Cyber services,Mobile Money,No,10,20,200,High
12/13/2023,NTC001531,Loyalty,F,Cyber services,Mobile Money,No,3,10,30,Low
12/13/2023,NTC001532,Non-loyalty,F,Cyber services,Cash,Yes,1,20,20,Low
12/13/2023,NTC001533,Loyalty,F,Stationery & Office Supplies,Cash,No,1,250,250,High
12/14/2023,NTC001534,Loyalty,M,Stationery & Office Supplies,Cash,Yes,4,10,40,Low
12/14/2023,NTC001535,Loyalty,M,Cyber services,Mobile Money,Yes,11,10,110,High
12/14/2023,NTC001536,Non-loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,10,10,Low
12/14/2023,NTC001537,Non-loyalty,M,Cyber services,Cash,Yes,11,20,220,High
12/14/2023,NTC001538,Non-loyalty,F,Mobile airtime top-up,Mobile Money,Yes,2,10,20,Low
12/14/2023,NTC001539,Non-loyalty,F,Cyber services,Mobile Money,Yes,5,5,25,Low
12/14/2023,NTC001540,Loyalty,M,Stationery & Office Supplies,Mobile Money,No,1,30,30,Low
12/14/2023,NTC001541,Non-loyalty,M,Online support services,Cash,Yes,1,20,20,Low
12/14/2023,NTC001542,Loyalty,M,Mobile airtime top-up,Mobile Money,Yes,2,10,20,Low
12/16/2023,NTC001543,Loyalty,F,Stationery & Office Supplies,Cash,Yes,1,10,10,Low
12/16/2023,NTC001544,Loyalty,M,Cyber services,Cash,Yes,1,20,20,Low
12/16/2023,NTC001545,Non-loyalty,F,Mobile Accessories,Cash,Yes,1,200,200,High
12/16/2023,NTC001546,Loyalty,F,Cyber services,Cash,Yes,10,5,50,Low
12/18/2023,NTC001547,Loyalty,F,Cyber services,Cash,Yes,2,50,100,High
12/18/2023,NTC001548,Non-loyalty,M,Cyber services,Mobile Money,No,5,10,50,Low
12/18/2023,NTC001549,Loyalty,M,Cyber services,Cash,No,25,5,125,High
12/18/2023,NTC001550,Loyalty,F,Cyber services,Cash,No,2,10,20,Low
12/18/2023,NTC001551,Loyalty,M,Stationery & Office Supplies,Cash,Yes,2,10,20,Low
12/18/2023,NTC001552,Loyalty,M,Cyber services,Mobile Money,Yes,2,20,40,Low
12/18/2023,NTC001553,Non-loyalty,M,Cyber services,Mobile Money,No,1,100,100,High
12/18/2023,NTC001554,Non-loyalty,F,Cyber services,Mobile Money,Yes,2,25,50,Low
12/18/2023,NTC001555,Loyalty,F,Cyber services,Mobile Money,No,1,500,500,High
12/18/2023,NTC001556,Loyalty,M,Online support services,Cash,Yes,5,20,100,High
12/18/2023,NTC001557,Non-loyalty,F,Food & Drinks,Cash,No,1,80,80,Low
12/19/2023,NTC001558,Non-loyalty,M,Cyber services,Mobile Money,Yes,2,20,40,Low
12/19/2023,NTC001559,Non-loyalty,M,Cyber services,Mobile Money,No,5,20,100,High
12/19/2023,NTC001560,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,No,1,10,10,Low
12/19/2023,NTC001561,Non-loyalty,M,Cyber services,Mobile Money,No,18,5,90,High
12/19/2023,NTC001562,Non-loyalty,F,Cyber services,Cash,Yes,1,100,100,High
12/19/2023,NTC001563,Loyalty,F,Mobile airtime top-up,Mobile Money,No,2,10,20,Low
12/19/2023,NTC001564,Loyalty,F,Food & Drinks,Mobile Money,Yes,1,30,30,Low
12/19/2023,NTC001565,Loyalty,M,Cyber services,Mobile Money,Yes,26,10,260,High
12/19/2023,NTC001566,Non-loyalty,M,Cyber services,Mobile Money,No,1,80,80,Low
12/19/2023,NTC001567,Loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,1,80,80,Low
12/19/2023,NTC001568,Loyalty,F,Cyber services,Mobile Money,Yes,1,50,50,Low
12/20/2023,NTC001569,Loyalty,M,Cyber services,Mobile Money,No,16,5,80,Low
12/20/2023,NTC001570,Non-loyalty,F,Stationery & Office Supplies,Cash,No,1,10,10,Low
12/20/2023,NTC001571,Non-loyalty,F,Cyber services,Cash,No,4,10,40,Low
12/20/2023,NTC001572,Loyalty,F,Cyber services,Cash,No,3,10,30,Low
12/20/2023,NTC001573,Loyalty,F,Food & Drinks,Cash,No,1,80,80,Low
12/20/2023,NTC001574,Non-loyalty,F,Food & Drinks,Cash,Yes,6,5,30,Low
12/20/2023,NTC001575,Loyalty,F,Mobile airtime top-up,Cash,Yes,2,10,20,Low
12/20/2023,NTC001576,Loyalty,M,Cyber services,Mobile Money,No,1,50,50,Low
12/20/2023,NTC001577,Loyalty,M,Online support services,Mobile Money,Yes,1,20,20,Low
12/21/2023,NTC001578,Loyalty,F,Cyber services,Cash,No,17,10,170,High
12/21/2023,NTC001579,Loyalty,F,Cyber services,Mobile Money,No,2,5,10,Low
12/21/2023,NTC001580,Loyalty,M,Stationery & Office Supplies,Cash,Yes,1,60,60,Low
12/21/2023,NTC001581,Loyalty,F,Cyber services,Mobile Money,No,6,10,60,Low
12/21/2023,NTC001582,Non-loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,10,10,Low
12/21/2023,NTC001583,Loyalty,M,Cyber services,Mobile Money,Yes,15,20,300,High
12/21/2023,NTC001584,Loyalty,F,Online support services,Mobile Money,No,1,20,20,Low
12/26/2023,NTC001585,Loyalty,F,Cyber services,Mobile Money,No,18,5,90,High
12/26/2023,NTC001586,Loyalty,F,Cyber services,Mobile Money,No,2,10,20,Low
12/26/2023,NTC001587,Loyalty,M,Stationery & Office Supplies,Cash,No,1,10,10,Low
12/26/2023,NTC001588,Loyalty,M,Stationery & Office Supplies,Cash,Yes,1,10,10,Low
12/26/2023,NTC001589,Loyalty,M,Food & Drinks,Mobile Money,Yes,1,80,80,Low
12/26/2023,NTC001590,Loyalty,F,Food & Drinks,Cash,No,2,5,10,Low
12/26/2023,NTC001591,Non-loyalty,F,Cyber services,Mobile Money,Yes,1,100,100,High
12/28/2023,NTC001592,Loyalty,M,Online support services,Cash,No,1,20,20,Low
12/28/2023,NTC001593,Loyalty,F,Cyber services,Mobile Money,No,38,5,190,High
12/28/2023,NTC001594,Loyalty,F,Cyber services,Cash,No,2,10,20,Low
12/28/2023,NTC001595,Loyalty,F,Cyber services,Mobile Money,Yes,1,10,10,Low
12/28/2023,NTC001596,Non-loyalty,F,Cyber services,Cash,Yes,4,20,80,Low
12/28/2023,NTC001597,Non-loyalty,F,Online support services,Mobile Money,No,1,100,100,High
12/28/2023,NTC001598,Non-loyalty,M,Food & Drinks,Cash,Yes,1,80,80,Low
12/29/2023,NTC001599,Non-loyalty,F,Cyber services,Mobile Money,Yes,1,50,50,Low
12/29/2023,NTC001600,Non-loyalty,M,Cyber services,Mobile Money,No,3,10,30,Low
12/29/2023,NTC001601,Non-loyalty,F,Cyber services,Mobile Money,Yes,1,100,100,High
12/29/2023,NTC001602,Non-loyalty,M,Stationery & Office Supplies,Cash,Yes,1,10,10,Low
12/29/2023,NTC001603,Non-loyalty,F,Cyber services,Cash,No,1,20,20,Low
12/29/2023,NTC001604,Loyalty,M,Mobile airtime top-up,Cash,No,2,20,40,Low
12/29/2023,NTC001605,Loyalty,F,Mobile airtime top-up,Mobile Money,No,1,10,10,Low
1/2/2024,NTC001606,Non-loyalty,M,Food & Drinks,Cash,No,1,80,80,Low
1/2/2024,NTC001607,Non-loyalty,F,Cyber services,Mobile Money,Yes,7,10,70,Low
1/2/2024,NTC001608,Loyalty,M,Stationery & Office Supplies,Cash,Yes,1,10,10,Low
1/2/2024,NTC001609,Loyalty,F,Cyber services,Cash,No,20,5,100,High
1/2/2024,NTC001610,Loyalty,M,Cyber services,Cash,No,7,10,70,Low
1/2/2024,NTC001611,Loyalty,M,Cyber services,Cash,Yes,2,20,40,Low
1/3/2024,NTC001612,Non-loyalty,F,Online support services,Mobile Money,Yes,2,50,100,High
1/3/2024,NTC001613,Loyalty,F,Online support services,Cash,No,1,20,20,Low
1/3/2024,NTC001614,Loyalty,M,Food & Drinks,Cash,No,5,5,25,Low
1/3/2024,NTC001615,Non-loyalty,F,Cyber services,Mobile Money,Yes,1,80,80,Low
1/3/2024,NTC001616,Non-loyalty,M,Food & Drinks,Mobile Money,Yes,1,80,80,Low
1/3/2024,NTC001617,Non-loyalty,M,Online support services,Cash,Yes,1,30,30,Low
1/3/2024,NTC001618,Non-loyalty,M,Cyber services,Cash,Yes,72,5,360,High
1/3/2024,NTC001619,Loyalty,F,Cyber services,Mobile Money,Yes,10,10,100,High
1/3/2024,NTC001620,Loyalty,M,Cyber services,Mobile Money,No,18,10,180,High
1/3/2024,NTC001621,Loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,10,10,100,High
1/3/2024,NTC001622,Loyalty,F,Cyber services,Cash,Yes,6,20,120,High
1/3/2024,NTC001623,Loyalty,F,Stationery & Office Supplies,Cash,Yes,1,5,5,Low
1/3/2024,NTC001624,Loyalty,F,Cyber services,Cash,Yes,5,20,100,High
1/3/2024,NTC001625,Loyalty,F,Food & Drinks,Mobile Money,Yes,1,60,60,Low
1/3/2024,NTC001626,Loyalty,M,Cyber services,Mobile Money,Yes,1,80,80,Low
1/3/2024,NTC001627,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,1,10,10,Low
1/3/2024,NTC001628,Loyalty,M,Online support services,Cash,Yes,1,150,150,High
1/3/2024,NTC001629,Non-loyalty,M,Food & Drinks,Mobile Money,No,1,70,70,Low
1/4/2024,NTC001630,Non-loyalty,F,Cyber services,Cash,Yes,20,10,200,High
1/4/2024,NTC001631,Non-loyalty,M,Cyber services,Mobile Money,Yes,19,5,95,High
1/4/2024,NTC001632,Non-loyalty,M,Cyber services,Cash,No,5,10,50,Low
1/4/2024,NTC001633,Loyalty,F,Stationery & Office Supplies,Cash,Yes,27,5,135,High
1/4/2024,NTC001634,Loyalty,M,Mobile airtime top-up,Mobile Money,Yes,1,10,10,Low
1/4/2024,NTC001635,Non-loyalty,M,Mobile airtime top-up,Cash,Yes,3,20,60,Low
1/4/2024,NTC001636,Loyalty,M,Online support services,Mobile Money,No,1,30,30,Low
1/4/2024,NTC001637,Non-loyalty,M,Cyber services,Cash,Yes,5,20,100,High
1/4/2024,NTC001638,Loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,1,70,70,Low
1/4/2024,NTC001639,Loyalty,M,Food & Drinks,Mobile Money,No,1,80,80,Low
1/4/2024,NTC001640,Loyalty,F,Stationery & Office Supplies,Cash,Yes,2,10,20,Low
1/4/2024,NTC001641,Loyalty,F,Food & Drinks,Mobile Money,No,1,70,70,Low
1/5/2024,NTC001642,Loyalty,M,Cyber services,Cash,No,6,10,60,Low
1/5/2024,NTC001643,Loyalty,M,Cyber services,Mobile Money,No,1,10,10,Low
1/5/2024,NTC001644,Loyalty,F,Cyber services,Mobile Money,No,14,5,70,Low
1/5/2024,NTC001645,Loyalty,M,Stationery & Office Supplies,Mobile Money,No,1,10,10,Low
1/5/2024,NTC001646,Loyalty,M,Cyber services,Mobile Money,No,15,10,150,High
1/5/2024,NTC001647,Loyalty,M,Cyber services,Cash,Yes,5,20,100,High
1/5/2024,NTC001648,Non-loyalty,F,Mobile Accessories,Mobile Money,No,1,200,200,High
1/5/2024,NTC001649,Non-loyalty,M,Mobile Accessories,Mobile Money,No,1,350,350,High
1/5/2024,NTC001650,Loyalty,F,Cyber services,Cash,Yes,1,10,10,Low
1/5/2024,NTC001651,Loyalty,M,Cyber services,Cash,No,21,25,525,High
1/5/2024,NTC001652,Loyalty,F,Online support services,Cash,Yes,1,10,10,Low
1/6/2024,NTC001653,Loyalty,F,Cyber services,Cash,Yes,18,5,90,High
1/6/2024,NTC001654,Loyalty,M,Cyber services,Cash,Yes,1,10,10,Low
1/6/2024,NTC001655,Non-loyalty,F,Cyber services,Cash,Yes,2,10,20,Low
1/6/2024,NTC001656,Loyalty,M,Food & Drinks,Mobile Money,No,1,70,70,Low
1/6/2024,NTC001657,Loyalty,F,Cyber services,Cash,No,1,80,80,Low
1/6/2024,NTC001658,Loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,1,5,5,Low
1/6/2024,NTC001659,Non-loyalty,M,Food & Drinks,Cash,Yes,1,30,30,Low
1/6/2024,NTC001660,Loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,10,10,Low
1/8/2024,NTC001661,Non-loyalty,M,Online support services,Mobile Money,Yes,2,20,40,Low
1/8/2024,NTC001662,Loyalty,M,Cyber services,Mobile Money,No,1,50,50,Low
1/8/2024,NTC001663,Loyalty,F,Cyber services,Cash,No,11,10,110,High
1/8/2024,NTC001664,Loyalty,M,Cyber services,Cash,Yes,22,5,110,High
1/8/2024,NTC001665,Loyalty,M,Cyber services,Cash,Yes,2,50,100,High
1/8/2024,NTC001666,Loyalty,F,Online support services,Cash,Yes,1,50,50,Low
1/8/2024,NTC001667,Non-loyalty,F,Cyber services,Mobile Money,Yes,5,20,100,High
1/8/2024,NTC001668,Loyalty,M,Cyber services,Cash,No,1,70,70,Low
1/8/2024,NTC001669,Loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,4,10,40,Low
1/8/2024,NTC001670,Loyalty,F,Cyber services,Mobile Money,No,1,10,10,Low
1/8/2024,NTC001671,Loyalty,F,Cyber services,Cash,Yes,2,10,20,Low
1/8/2024,NTC001672,Loyalty,M,Food & Drinks,Cash,Yes,3,60,180,High
1/8/2024,NTC001673,Loyalty,F,Cyber services,Cash,No,1,20,20,Low
1/8/2024,NTC001674,Loyalty,M,Mobile Accessories,Mobile Money,No,1,200,200,High
1/8/2024,NTC001675,Loyalty,M,Food & Drinks,Cash,No,1,80,80,Low
1/8/2024,NTC001676,Loyalty,M,Cyber services,Mobile Money,Yes,1,30,30,Low
1/8/2024,NTC001677,Loyalty,M,Stationery & Office Supplies,Cash,Yes,4,3,12,Low
1/8/2024,NTC001678,Loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,7,80,560,High
1/9/2024,NTC001679,Loyalty,F,Cyber services,Cash,No,34,5,170,High
1/9/2024,NTC001680,Non-loyalty,F,Cyber services,Cash,No,32,10,320,High
1/9/2024,NTC001681,Loyalty,F,Food & Drinks,Mobile Money,Yes,1,70,70,Low
1/9/2024,NTC001682,Loyalty,F,Cyber services,Cash,No,40,3,120,High
1/9/2024,NTC001683,Loyalty,M,Cyber services,Cash,Yes,1,10,10,Low
1/9/2024,NTC001684,Loyalty,M,Stationery & Office Supplies,Cash,Yes,4,50,200,High
1/9/2024,NTC001685,Loyalty,M,Stationery & Office Supplies,Cash,No,1,10,10,Low
1/9/2024,NTC001686,Non-loyalty,M,Stationery & Office Supplies,Cash,No,3,10,30,Low
1/9/2024,NTC001687,Loyalty,F,Mobile Accessories,Cash,Yes,1,1000,1000,High
1/9/2024,NTC001688,Loyalty,M,Stationery & Office Supplies,Cash,Yes,7,30,210,High
1/9/2024,NTC001689,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,No,1,300,300,High
1/9/2024,NTC001690,Loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,70,70,Low
1/9/2024,NTC001691,Loyalty,F,Stationery & Office Supplies,Cash,Yes,6,50,300,High
1/9/2024,NTC001692,Loyalty,F,Stationery & Office Supplies,Cash,Yes,2,40,80,Low
1/9/2024,NTC001693,Loyalty,F,Cyber services,Cash,No,1,70,70,Low
1/9/2024,NTC001694,Non-loyalty,M,Food & Drinks,Mobile Money,No,2,5,10,Low
1/9/2024,NTC001695,Non-loyalty,M,Food & Drinks,Mobile Money,Yes,1,80,80,Low
1/9/2024,NTC001696,Loyalty,F,Food & Drinks,Cash,No,1,50,50,Low
1/9/2024,NTC001697,Loyalty,M,Food & Drinks,Mobile Money,Yes,1,30,30,Low
1/9/2024,NTC001698,Loyalty,M,Cyber services,Cash,No,1,20,20,Low
1/9/2024,NTC001699,Loyalty,M,Stationery & Office Supplies,Cash,No,2,70,140,High
1/9/2024,NTC001700,Loyalty,F,Stationery & Office Supplies,Cash,No,1,100,100,High
1/9/2024,NTC001701,Non-loyalty,M,Stationery & Office Supplies,Cash,No,1,150,150,High
1/9/2024,NTC001702,Loyalty,F,Stationery & Office Supplies,Mobile Money,No,2,10,20,Low
1/10/2024,NTC001703,Loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,8,50,400,High
1/10/2024,NTC001704,Loyalty,M,Stationery & Office Supplies,Cash,No,3,100,300,High
1/10/2024,NTC001705,Non-loyalty,M,Stationery & Office Supplies,Mobile Money,No,3,10,30,Low
1/10/2024,NTC001706,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,3,10,30,Low
1/10/2024,NTC001707,Loyalty,M,Stationery & Office Supplies,Cash,Yes,2,100,200,High
1/10/2024,NTC001708,Non-loyalty,F,Stationery & Office Supplies,Mobile Money,No,2,30,60,Low
1/10/2024,NTC001709,Loyalty,F,Stationery & Office Supplies,Cash,Yes,2,10,20,Low
1/10/2024,NTC001710,Non-loyalty,F,Cyber services,Cash,Yes,62,5,310,High
1/10/2024,NTC001711,Non-loyalty,M,Cyber services,Cash,Yes,19,10,190,High
1/10/2024,NTC001712,Loyalty,M,Cyber services,Cash,Yes,6,10,60,Low
1/10/2024,NTC001713,Loyalty,M,Stationery & Office Supplies,Mobile Money,No,1,30,30,Low
1/10/2024,NTC001714,Loyalty,M,Stationery & Office Supplies,Cash,Yes,7,10,70,Low
1/10/2024,NTC001715,Loyalty,F,Stationery & Office Supplies,Mobile Money,No,1,40,40,Low
1/10/2024,NTC001716,Loyalty,F,Stationery & Office Supplies,Cash,No,1,70,70,Low
1/10/2024,NTC001717,Non-loyalty,F,Food & Drinks,Cash,No,1,80,80,Low
1/10/2024,NTC001718,Loyalty,M,Stationery & Office Supplies,Mobile Money,Yes,4,3,12,Low
1/10/2024,NTC001719,Loyalty,F,Cyber services,Cash,No,1,20,20,Low
1/10/2024,NTC001720,Non-loyalty,M,Mobile airtime top-up,Mobile Money,Yes,2,10,20,Low
1/10/2024,NTC001721,Loyalty,F,Mobile airtime top-up,Mobile Money,No,3,20,60,Low
1/11/2024,NTC001722,Non-loyalty,M,Cyber services,Cash,No,30,5,150,High
1/11/2024,NTC001723,Loyalty,M,Cyber services,Cash,No,3,10,30,Low
1/11/2024,NTC001724,Non-loyalty,F,Cyber services,Cash,Yes,17,10,170,High
1/11/2024,NTC001725,Non-loyalty,F,Stationery & Office Supplies,Cash,No,2,10,20,Low
1/11/2024,NTC001726,Loyalty,F,Cyber services,Cash,Yes,1,50,50,Low
1/11/2024,NTC001727,Loyalty,F,Stationery & Office Supplies,Cash,Yes,2,180,360,High
1/11/2024,NTC001728,Loyalty,M,Online support services,Mobile Money,No,1,10,10,Low
1/11/2024,NTC001729,Loyalty,F,Stationery & Office Supplies,Mobile Money,Yes,1,5,5,Low
1/11/2024,NTC001730,Loyalty,F,Food & Drinks,Cash,Yes,1,30,30,Low
1/11/2024,NTC001731,Loyalty,F,Cyber services,Mobile Money,Yes,1,20,20,Low
1/12/2024,NTC001732,Loyalty,M,Cyber services,Mobile Money,Yes,21,5,105,High
1/12/2024,NTC001733,Non-loyalty,M,Cyber services,Cash,Yes,27,10,270,High
1/12/2024,NTC001734,Non-loyalty,F,Cyber services,Cash,Yes,3,10,30,Low
1/12/2024,NTC001735,Non-loyalty,M,Cyber services,Mobile Money,Yes,5,10,50,Low
1/12/2024,NTC001736,Loyalty,F,Cyber services,Cash,No,6,50,300,High
